m1,m2,m3,m4,m5,m6,repository,version,ncloc,code_quality,testing_status,Maintainability,Reliability,total
0.9090909090909091,0.06818181818181818,1.0,1.0,1.0,0.3181818181818182,fga-eps-mds-2023-1-CAPJu-Service,06-18-2023-15-25-59,9023,0.6525000000000001,0.6590909090909091,0.32625000000000004,0.32954545454545453,0.6557954545454545
0.9090909090909091,0.06818181818181818,1.0,1.0,1.0,0.3181818181818182,fga-eps-mds-2023-1-CAPJu-Service,06-18-2023-16-01-45,9023,0.6525000000000001,0.6590909090909091,0.32625000000000004,0.32954545454545453,0.6557954545454545
0.9090909090909091,0.06818181818181818,1.0,1.0,1.0,0.3181818181818182,fga-eps-mds-2023-1-CAPJu-Service,06-19-2023-11-22-50,9026,0.6525000000000001,0.6590909090909091,0.32625000000000004,0.32954545454545453,0.6557954545454545
0.9090909090909091,0.06818181818181818,1.0,1.0,1.0,0.3181818181818182,fga-eps-mds-2023-1-CAPJu-Service,06-19-2023-11-26-56,9026,0.6525000000000001,0.6590909090909091,0.32625000000000004,0.32954545454545453,0.6557954545454545
0.5735294117647058,0.014705882352941176,0.9558823529411765,0.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Services,06-18-2023-17-36-11,8191,0.5095588235294118,0.25,0.2547794117647059,0.125,0.3797794117647059
0.5735294117647058,0.014705882352941176,0.9558823529411765,0.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Services,06-19-2023-00-03-56,8191,0.5095588235294118,0.25,0.2547794117647059,0.125,0.3797794117647059
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-22-2023-19-56-39,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-22-2023-20-31-52,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-23-2023-1-17-26,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-23-2023-1-29-19,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-23-2023-13-52-7,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-25-2023-0-56-6,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-25-2023-0-58-0,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-25-2023-1-17-4,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-29-2023-17-10-1,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-29-2023-2-41-41,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-30-2023-15-54-2,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,5-30-2023-21-11-57,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-10-2023-13-5-32,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-12-2023-14-10-24,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-12-2023-6-0-59,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-13-2023-14-3-39,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-13-2023-23-46-40,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-15-2023-14-22-26,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9508196721311475,0.0,0.6557377049180327,1.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Front,6-15-2023-14-53-37,11493,0.5301639344262296,0.5,0.2650819672131148,0.25,0.5150819672131148
0.9508196721311475,0.0,0.6557377049180327,1.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Front,6-18-2023-13-2-51,11493,0.5301639344262296,0.5,0.2650819672131148,0.25,0.5150819672131148
0.9508196721311475,0.0,0.6557377049180327,1.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Front,6-19-2023-14-14-6,11493,0.5301639344262296,0.5,0.2650819672131148,0.25,0.5150819672131148
0.9333333333333333,0.0,0.65,1.0,1.0,0.5666666666666667,fga-eps-mds-2023-1-CAPJu-Front,6-19-2023-14-21-27,11209,0.5225,0.7833333333333333,0.26125,0.39166666666666666,0.6529166666666666
0.9508196721311475,0.0,0.6557377049180327,1.0,1.0,0.0,fga-eps-mds-2023-1-CAPJu-Front,6-19-2023-3-34-31,11493,0.5301639344262296,0.5,0.2650819672131148,0.25,0.5150819672131148
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-2-2023-2-25-11,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-2-2023-2-36-2,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9491525423728814,0.0,0.5932203389830508,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-2-2023-2-37-9,11234,0.5089830508474577,0.5847457627118644,0.2544915254237288,0.2923728813559322,0.5468644067796611
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-19-22-8,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-20-23-10,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-20-36-32,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-21-0-7,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-21-4-43,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-3-2023-21-8-45,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-4-2023-17-44-41,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-4-2023-2-15-23,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
0.9322033898305084,0.0,0.6440677966101694,1.0,1.0,0.1694915254237288,fga-eps-mds-2023-1-CAPJu-Front,6-8-2023-16-10-27,15748,0.5201694915254237,0.5847457627118644,0.26008474576271184,0.2923728813559322,0.5524576271186441
